ranked languages,root language,second language,word,word count
"French,Greek,Old French",French,Greek,prune,2
,,,pruning,2
,,,prussia,2
"French,Old French",French,Old French,publicity,2
,,,publicly,2
,,,pucker,2
,,,puckers,2
,,,pucking,2
French,French,,puissant,2
,,,puke,2
,,,pulpy,2
,,,pulses,2
,,,pumping,2
"Old French,French",Old French,French,pun,2
"Greek,Latin,Old French,French",Greek,Latin,pupil,2
,,,purply,2
French,French,,pursuit,2
,,,pushes,2
,,,pushing,2
,,,puzzle,2
,,,pwee,2
,,,q,2
,,,quadrature,2
,,,quaffed,2
"French,Old French,Greek",French,Old French,quaint,2
,,,quaking,2
"Greek,Latin,French,Old French",Greek,Latin,qualm,2
French,French,,quarrel,2
,,,quarters,2
,,,queenstown,2
"French,Old French",French,Old French,querulous,2
,,,quicker,2
"French,Old French",French,Old French,quilt,2
"French,Greek,Old French,Norse,Latin,Sanskrit",French,Greek,quiver,2
French,French,,quondam,2
,,,quote,2
"Latin,Norse,Old French,French,Greek,Sanskrit",Latin,Norse,quoth,2
,,,rags,2
,,,rails,2
,,,railwayline,2
,,,raking,2
,,,ral,2
,,,ram,2
,,,rambling,2
"French,Old French",French,Old French,rapt,2
,,,rarely,2
"French,Old French,Greek,Latin",French,Old French,rash,2
,,,rates,2
,,,rathcoffey,2
,,,rathdown,2
,,,rathfarnham,2
,,,ration,2
,,,rattlesnakes,2
French,French,,ravenous,2
,,,raving,2
,,,ravished,2
,,,reaches,2
,,,readers,2
,,,reads,2
,,,realisation,2
"French,Old French",French,Old French,realm,2
,,,reappeared,2
,,,reared,2
,,,rearing,2
,,,reborn,2
,,,recalled,2
,,,recently,2
,,,recess,2
"French,Old French",French,Old French,recite,2
,,,reckoned,2
"French,Old French",French,Old French,recognition,2
"French,Old French",French,Old French,recollection,2
,,,records,2
"French,Old French",French,Old French,rectitude,2
"French,Old French",French,Old French,recumbent,2
,,,recurrence,2
"French,Old French",French,Old French,recurrent,2
French,French,,redcoat,2
,,,reddened,2
,,,reddening,2
,,,redeemer,2
,,,redmayne,2
,,,reeds,2
"French,Old French",French,Old French,reef,2
,,,reeking,2
,,,refinement,2
"French,Old French",French,Old French,reflect,2
,,,reflecting,2
French,French,,reform,2
,,,reformer,2
,,,refracts,2
,,,refreshed,2
,,,refusing,2
,,,regardless,2
,,,regions,2
,,,regulating,2
,,,reiterated,2
,,,rejected,2
,,,rejuvenation,2
"French,Old French",French,Old French,relate,2
,,,related,2
,,,relations,2
,,,relaxing,2
,,,releasing,2
"French,Old French",French,Old French,relieve,2
,,,relieving,2
"French,Old French",French,Old French,religious,2
,,,remaining,2
,,,remarking,2
,,,remarks,2
"French,Greek,Old French",French,Greek,rendition,2
,,,renewed,2
,,,repeat,2
,,,repeatedly,2
,,,repeating,2
"French,Old French",French,Old French,repletion,2
,,,reposed,2
"French,Old French",French,Old French,reprehensible,2
,,,represented,2
French,French,,requiem,2
,,,required,2
French,French,,rescue,2
French,French,,reserve,2
French,French,,reservoir,2
"French,Old French",French,Old French,resistance,2
,,,respected,2
French,French,,respiration,2
French,French,,resplendent,2
"French,Old French,Greek",French,Old French,restaurant,2
"Greek,French,Latin,Old French",Greek,French,restless,2
"French,Old French",French,Old French,restore,2
,,,retaliated,2
,,,retort,2
,,,retreated,2
,,,retreating,2
"French,Old French",French,Old French,retribution,2
"French,Old French",French,Old French,reveal,2
,,,revealing,2
"French,Old French",French,Old French,revelation,2
"French,Old French,Latin,Greek",French,Old French,revenge,2
"French,Old French",French,Old French,reverberation,2
,,,reverence,2
"French,Old French",French,Old French,revolution,2
,,,revolutions,2
,,,revolving,2
"Germanic,Greek,German,Old French,French,Latin,Sanskrit,Old Norse,Norse,English",Germanic,Greek,rib,2
"French,Latin,Greek,Sanskrit,Old Norse,Norse,Old French,German",French,Latin,rice,2
French,French,,richly,2
French,French,,rider,2
French,French,,rift,2
,,,rightabout,2
,,,rims,2
,,,rinsing,2
,,,riordan,2
,,,ripening,2
,,,ripping,2
"French,Latin,Greek,Old French",French,Latin,risk,2
,,,riverwall,2
,,,roads,2
,,,roadster,2
,,,roadway,2
,,,roaming,2
,,,roast,2
,,,roasting,2
French,French,,robbery,2
,,,robinson,2
,,,rocking,2
"Old French,Greek,French",Old French,Greek,rod,2
,,,roes,2
,,,rogerson,2
"Old French,French",Old French,French,roller,2
,,,rontgen,2
"Greek,Latin,Old French,Old Norse,French,Norse,Sanskrit",Greek,Latin,root,2
,,,roots,2
,,,rosa,2
,,,rosery,2
,,,ross,2
"French,Latin,Greek,Old French",French,Latin,rosy,2
,,,rounded,2
,,,rousing,2
,,,roved,2
,,,rubbed,2
"Old French,French",Old French,French,rubber,2
,,,rubbing,2
French,French,,rubble,2
"French,Old French,Greek",French,Old French,ruby,2
,,,rudolf,2
"French,Old French",French,Old French,rug,2
,,,ruins,2
,,,rumbling,2
,,,rumpled,2
,,,rushing,2
,,,russians,2
"French,Old French,Greek",French,Old French,ruth,2
,,,rutland,2
,,,ruttledge,2
,,,sabbath,2
,,,saddles,2
,,,safer,2
,,,sage,2
"Old French,Latin,Greek,French",Old French,Latin,sale,2
,,,salient,2
,,,sallins,2
"French,Old French",French,Old French,sally,2
,,,saltwater,2
,,,saltwhite,2
,,,salty,2
,,,salutes,2
,,,sam,2
,,,sandwichbell,2
,,,sandwichman,2
,,,sandy,2
,,,santa,2
,,,santry,2
"Old French,French",Old French,French,sardine,2
,,,sarsfield,2
,,,satchels,2
,,,saucepan,2
,,,saucy,2
,,,sauntered,2
,,,sauntering,2
,,,sayers,2
"French,Old French",French,Old French,scamper,2
"French,Old French",French,Old French,scarce,2
French,French,,scarf,2
,,,scars,2
,,,schemer,2
"Latin,Greek,Old French,Sanskrit,French",Latin,Greek,scholar,2
,,,scintillating,2
,,,scones,2
,,,scope,2
,,,score,2
,,,scornful,2
,,,scots,2
,,,scrap,2
"French,Sanskrit,Old French,Greek,Latin",French,Sanskrit,scrape,2
French,French,,scrawl,2
,,,scrawled,2
,,,screened,2
,,,screws,2
,,,scrub,2
,,,scut,2
,,,seahorn,2
,,,searching,2
,,,searchlight,2
,,,secluded,2
,,,secondly,2
"Old French,French,Greek",Old French,French,secretary,2
,,,section,2
"French,Greek,Old French,Latin",French,Greek,secular,2
,,,seedcake,2
"Germanic,Old French,German,Greek,French,English,Latin,Sanskrit,Old Norse,Norse",Germanic,Old French,seek,2
,,,selfwilled,2
,,,semitransparent,2
"French,Old French",French,Old French,sensible,2
"French,Old French",French,Old French,sentiment,2
French,French,,separate,2
,,,separating,2
,,,sepulchres,2
"French,Greek,Old French,Latin",French,Greek,serge,2
"French,Old French,Greek",French,Old French,sermon,2
"French,Latin,Old French,Greek",French,Latin,serpent,2
,,,serpents,2
"French,Old French",French,Old French,serried,2
French,French,,servile,2
,,,seventeen,2
,,,sewage,2
,,,sewer,2
"Latin,French,Greek,Old French",Latin,French,shabby,2
,,,shadowed,2
,,,shadowing,2
"French,Greek,Old French",French,Greek,shaft,2
,,,shafts,2
"Old French,French",Old French,French,shaggy,2
"Old French,French",Old French,French,shah,2
,,,shakes,2
,,,shammy,2
,,,shannon,2
"Latin,Greek,Old French,French",Latin,Greek,share,2
"Greek,French,Old French",Greek,French,shatter,2
,,,shaven,2
,,,shavingbowl,2
,,,shawls,2
,,,sheds,2
,,,sheeny,2
,,,shelley,2
French,French,,sheriff,2
French,French,,sherry,2
,,,shifting,2
"Old French,French",Old French,French,shine,2
French,French,,shit,2
French,French,,shite,2
,,,shocked,2
French,French,,shod,2
,,,shone,2
,,,shopfronts,2
,,,shortsighted,2
,,,shoulderblade,2
,,,shouldered,2
,,,shovelling,2
,,,shoving,2
,,,showers,2
"Old French,French",Old French,French,shrew,2
French,French,,shriek,2
,,,shrieking,2
"Greek,Latin,Old French,French",Greek,Latin,shrift,2
"Old Norse,Norse,Old French,French,Greek,Latin,Sanskrit",Old Norse,Norse,shrive,2
,,,shrivelled,2
,,,shrugged,2
,,,shuffled,2
,,,shuttered,2
French,French,,sickness,2
,,,sidedoors,2
,,,sideface,2
,,,sidney,2
,,,significances,2
French,French,,significant,2
"Sanskrit,Greek,Latin,Old French,French",Sanskrit,Greek,sill,2
French,French,,similarity,2
,,,sinbad,2
,,,sinkapace,2
,,,sipping,2
,,,sire,2
,,,sirrah,2
,,,sitteth,2
,,,situated,2
,,,sixpences,2
,,,sixteen,2
"Sanskrit,French,Old French,Latin,Greek",Sanskrit,French,sixth,2
,,,sixtyfive,2
,,,sixtyseven,2
,,,sizzling,2
"Greek,Old French,French,Latin,Sanskrit,Norse",Greek,Old French,skeleton,2
"French,Latin,Greek,Old French",French,Latin,skiff,2
,,,skins,2
,,,skipped,2
"Greek,Old French,French",Greek,Old French,skipper,2
,,,skipping,2
,,,skirtdancers,2
French,French,,skittish,2
,,,skullpiece,2
,,,skyblue,2
,,,skye,2
,,,skyline,2
"French,Latin,Greek,Old French",French,Latin,slab,2
French,French,,slain,2
,,,slapping,2
,,,slaveys,2
,,,sletty,2
,,,slices,2
,,,slippers,2
"Greek,Latin,Old French,French",Greek,Latin,slop,2
,,,slope,2
,,,sloppy,2
,,,slowed,2
,,,slower,2
French,French,,sluggish,2
,,,slung,2
"French,Greek,Old French,Latin",French,Greek,sly,2
,,,smokes,2
,,,smoother,2
,,,smoothest,2
"Latin,Sanskrit,Old French,French,Greek",Latin,Sanskrit,snail,2
,,,snake,2
,,,snap,2
,,,snapshot,2
,,,sneezing,2
,,,sniff,2
,,,sniffed,2
,,,snivelling,2
,,,snore,2
,,,snoring,2
"Germanic,English,Old Irish,German,Latin,Old French,French,Old English,American English,Greek,Sanskrit,Old Norse,Norse,Irish,Welsh",Germanic,English,snow,2
,,,snuffled,2
,,,snuffy,2
,,,soaring,2
,,,socalled,2
"Greek,Latin,Old French,French",Greek,Latin,sod,2
,,,soggarth,2
,,,solely,2
"French,Old French",French,Old French,solemnity,2
French,French,,solicitous,2
,,,solomon,2
French,French,,solvent,2
,,,sometime,2
"French,Old French",French,Old French,somnambulism,2
,,,sonny,2
,,,sooner,2
"Norse,Greek,Sanskrit,Old French,French,Latin",Norse,Greek,sooth,2
,,,soothing,2
"Old French,French",Old French,French,sophist,2
,,,sophists,2
,,,sopped,2
"Old French,French",Old French,French,soprano,2
,,,sorted,2
,,,southern,2
"German,Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit,Germanic",German,Greek,sow,2
,,,spake,2
,,,spark,2
,,,sparkling,2
"French,Greek,Old French",French,Greek,spasm,2
"Greek,Old French,Latin,French",Greek,Old French,speaker,2
French,French,,species,2
,,,specs,2
"French,Old French",French,Old French,speculation,2
,,,sped,2
,,,speeding,2
"Old French,Latin,Greek,Sanskrit,French",Old French,Latin,sphere,2
"French,Greek,Old French",French,Greek,sphinx,2
,,,spicy,2
,,,spiffing,2
,,,spiked,2
,,,spilt,2
,,,spiral,2
"Old French,French",Old French,French,spittle,2
,,,splashing,2
"French,Greek,Old French,Latin,Norse,Sanskrit",French,Greek,spleen,2
,,,spluttered,2
"French,Old French,Greek,Latin",French,Old French,spoil,2
,,,spoils,2
,,,spoonful,2
,,,spots,2
"Greek,Old French,French",Greek,Old French,spout,2
,,,sprawled,2
,,,spray,2
"French,Latin,Greek,Old French",French,Latin,spree,2
,,,springers,2
,,,springs,2
"French,Old French",French,Old French,spunk,2
,,,squareheaded,2
,,,squares,2
,,,squeak,2
French,French,,squeal,2
,,,squirting,2
,,,ssh,2
,,,stables,2
,,,stager,2
,,,staggering,2
,,,stags,2
,,,stagyrite,2
,,,stairfoot,2
,,,stamer,2
French,French,,stamp,2
,,,stanhope,2
,,,starving,2
,,,stately,2
,,,stating,2
,,,stations,2
French,French,,status,2
,,,staying,2
,,,staysed,2
,,,steady,2
,,,steeds,2
"Old French,French",Old French,French,steeple,2
,,,steeplechase,2
"Latin,Old French,French,Greek",Latin,Old French,stench,2
,,,stewart,2
,,,stiffly,2
,,,stifled,2
"Old French,French",Old French,French,stile,2
,,,stimulated,2
French,French,,stimulation,2
,,,stinks,2
,,,stitch,2
,,,stolen,2
,,,stomachs,2
,,,stools,2
"French,Old French",French,Old French,store,2
,,,stories,2
"Latin,Old French,French,Greek,Norse,Sanskrit,Old Norse",Latin,Old French,stow,2
French,French,,straighten,2
,,,straightened,2
,,,strangely,2
,,,strap,2
,,,stratton,2
,,,stretch,2
,,,stretching,2
,,,stricken,2
French,French,,strict,2
"Greek,French,Old French",Greek,French,stride,2
,,,strides,2
,,,strikes,2
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,strip,2
,,,strokes,2
,,,strolling,2
,,,struggled,2
,,,struggling,2
,,,stud,2
,,,studied,2
French,French,,studious,2
,,,stuffy,2
,,,stumping,2
,,,stylish,2
French,French,,suave,2
,,,subdued,2
French,French,,sublunary,2
"French,Old French",French,Old French,subsist,2
"French,Greek,Old French",French,Greek,substance,2
,,,substances,2
,,,substituting,2
French,French,,suburban,2
,,,successors,2
,,,suckingbottle,2
"French,Old French",French,Old French,suffice,2
,,,sufficiently,2
,,,sugary,2
,,,suitable,2
"Old French,Greek,French",Old French,Greek,sullen,2
,,,summerhouse,2
"French,Old French",French,Old French,sumptuous,2
French,French,,sunbeam,2
,,,sundering,2
,,,sundial,2
,,,sundown,2
,,,sung,2
,,,sunshades,2
French,French,,superintendence,2
,,,supernatural,2
"French,Old French",French,Old French,superstition,2
,,,support,2
"Old French,French,Greek",Old French,French,supposition,2
,,,suppositious,2
,,,suppressed,2
"French,Old French",French,Old French,supreme,2
"French,Greek,Old French",French,Greek,surgeon,2
,,,surrounded,2
,,,suspected,2
,,,suspender,2
,,,sustaining,2
,,,susy,2
,,,swaddles,2
,,,swamping,2
"Old French,French,Greek",Old French,French,swank,2
French,French,,swathe,2
,,,swayed,2
,,,sweated,2
,,,sweeper,2
,,,sweepingbrush,2
,,,sweetened,2
,,,sweeter,2
French,French,,sweetly,2
"Old French,French",Old French,French,swell,2
,,,sweny,2
,,,swig,2
,,,swill,2
"Old French,French",Old French,French,swimming,2
,,,swinburne,2
"English,Germanic,German,Sanskrit,Old French,French,Greek,Latin,Old Norse,Norse",English,Germanic,swine,2
French,French,,swing,2
,,,swingdoor,2
,,,swirl,2
,,,swirling,2
"Sanskrit,German,Old French,French,Greek,Latin,Old Norse,Norse",Sanskrit,German,sword,2
,,,swords,2
,,,swore,2
,,,swurls,2
"French,Greek,Old French,Latin",French,Greek,sycamore,2
,,,sydney,2
French,French,,symbolism,2
,,,symbolistic,2
"French,Greek,Old French,Latin",French,Greek,sympathy,2
"Old French,French,Greek",Old French,French,symposium,2
,,,symptoms,2
,,,syrupy,2
,,,t.t,2
"French,Old French",French,Old French,tag,2
"French,Greek,Old French,Sanskrit,Latin",French,Greek,talisman,2
,,,tallwhitehatted,2
,,,tam,2
,,,tangier,2
,,,tanneries,2
,,,tanyard,2
,,,tara,2
,,,tarpaulin,2
,,,task,2
,,,tasted,2
"French,Old French,Latin,Greek",French,Old French,tavern,2
"Old Norse,Old French,French,Latin,Greek,Norse,Sanskrit",Old Norse,Old French,taw,2
"French,Greek,Old French",French,Greek,tax,2
,,,teacher,2
,,,teacup,2
,,,tearing,2
,,,tease,2
"French,Old French,Greek,Latin,Sanskrit",French,Old French,teat,2
,,,technically,2
,,,tells,2
,,,temperaments,2
French,French,,temperate,2
,,,tempered,2
,,,tenements,2
,,,tentacles,2
French,French,,tentative,2
,,,terminal,2
French,French,,terrific,2
"French,Old French,Greek,Latin",French,Old French,terror,2
,,,tertius,2
,,,test,2
,,,testily,2
"French,Old French,Greek",French,Old French,textual,2
,,,thatd,2
,,,theatres,2
"French,Greek,Old French",French,Greek,theme,2
"French,Greek,Old French",French,Greek,theology,2
"Old French,French",Old French,French,theoretical,2
,,,theosophos,2
"Greek,French,Old French,Latin",Greek,French,thereby,2
French,French,,therefor,2
"Old French,French",Old French,French,therein,2
,,,thicker,2
,,,thickly,2
"German,Old Norse,Old French,French,Latin,Greek,Norse,Sanskrit",German,Old Norse,thief,2
,,,thinsocked,2
,,,thirstily,2
"Latin,French,Old French,Greek",Latin,French,thirsty,2
,,,thirtytwo,2
,,,thnthnthn,2
,,,tholsel,2
,,,thom,2
,,,thomond,2
"Greek,Old French,French",Greek,Old French,thong,2
,,,thorns,2
French,French,,thoughtful,2
,,,threads,2
,,,threepenny,2
"Greek,Latin,Old French,French",Greek,Latin,threshold,2
French,French,,thrice,2
,,,thrill,2
,,,thrilling,2
,,,throbbing,2
,,,throes,2
"French,Greek,Old French,Latin,Sanskrit",French,Greek,throne,2
"Latin,Old French,French,Greek",Latin,Old French,throstle,2
,,,thrown,2
"Sanskrit,Greek,Latin,Old French,French,Old Norse,Norse,Germanic,German",Sanskrit,Greek,thrush,2
,,,thundered,2
French,French,,thyself,2
"Norse,Latin,Sanskrit,Greek,French,Old French",Norse,Latin,tickle,2
,,,tickling,2
,,,tides,2
,,,tilted,2
,,,timberyard,2
,,,tink,2
,,,tinkle,2
,,,tinkling,2
,,,tinned,2
,,,tipperary,2
,,,tipping,2
,,,titbit,2
,,,title,2
,,,tivy,2
French,French,,toad,2
"Sanskrit,Latin,Norse,Greek,French,Old French",Sanskrit,Latin,tobacco,2
"Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",Greek,Old Norse,toe,2
,,,toes,2
,,,toiling,2
"French,Sanskrit,Old French,Latin,Greek",French,Sanskrit,tomb,2
,,,tomes,2
"Old French,French",Old French,French,tony,2
,,,tool,2
,,,topboots,2
,,,topper,2
"French,Greek,Old French",French,Greek,toque,2
,,,torah,2
"French,Old French",French,Old French,torrent,2
French,French,,tot,2
,,,totally,2
,,,towers,2
,,,townclerk,2
,,,towser,2
,,,toxin,2
,,,traditional,2
"French,Greek,Latin,Old French",French,Greek,traffic,2
,,,trailing,2
,,,trained,2
,,,traipsing,2
,,,tramcar,2
,,,tramcars,2
,,,trampled,2
,,,trampling,2
,,,tramtrack,2
,,,tramway,2
,,,transferred,2
French,French,,trap,2
,,,travellers,2
,,,travelling,2
,,,trays,2
"French,Greek,Old French",French,Greek,treacle,2
,,,treading,2
,,,treating,2
,,,trembled,2
French,French,,tremulous,2
,,,trespassers,2
,,,trews,2
"Old French,French",Old French,French,tribal,2
"French,Latin,Old French,Greek",French,Latin,tribe,2
,,,trickle,2
,,,trilby,2
,,,trimmed,2
"French,Old French",French,Old French,triple,2
,,,tritonville,2
"French,Old French",French,Old French,triumph,2
"French,Old French",French,Old French,trivial,2
,,,troop,2
,,,trottingmatches,2
,,,troubling,2
,,,trudged,2
French,French,,truss,2
,,,trustees,2
,,,tschink,2
,,,tschunk,2
,,,tubes,2
,,,tuesday,2
,,,tugging,2
,,,tulips,2
,,,tum,2
,,,tuning,2
,,,turkish,2
,,,turko,2
,,,turks,2
,,,turnedup,2
,,,turnstile,2
,,,twang,2
,,,twentyfour,2
,,,twentyseven,2
,,,twentytwo,2
"Norse,Greek,Sanskrit,Old French,French,Latin",Norse,Greek,twin,2
,,,twirling,2
,,,two-in-the-bush,2
"Greek,French,Latin,Old French",Greek,French,tympanum,2
,,,typed,2
,,,typesetter,2
,,,typesetters,2
,,,typhoid,2
,,,tyrants,2
French,French,,ubiquity,2
,,,ulster,2
French,French,,ulterior,2
,,,ulysses,2
,,,umbrellas,2
,,,un,2
,,,unanswering,2
,,,uncombed,2
French,French,,unconscious,2
"Sanskrit,Old French,Latin,Greek,French,Norse",Sanskrit,Old French,uncouth,2
"Greek,Old French,French",Greek,Old French,underfoot,2
,,,underlip,2
,,,undesirable,2
,,,undone,2
,,,undressing,2
,,,unexpected,2
,,,unexpectedness,2
,,,unfurling,2
,,,ungirdled,2
"Old French,French,Latin,Greek",Old French,French,ungual,2
,,,unhappy,2
,,,unheeded,2
,,,uninjured,2
,,,uniting,2
,,,unmarried,2
,,,unnatural,2
,,,unoffending,2
,,,unpaid,2
,,,unpleasant,2
,,,unquestionably,2
,,,unrolled,2
French,French,,unscathed,2
"Sanskrit,Latin,French,Greek,Old French",Sanskrit,Latin,unseen,2
,,,unsolved,2
,,,unsteady,2
,,,unusual,2
French,French,,unwashed,2
,,,unweave,2
,,,upholding,2
,,,upholstered,2
,,,ups,2
,,,urchins,2
,,,urge,2
"French,Old French",French,Old French,urinal,2
"French,Greek,Old French,Latin,Norse,Sanskrit",French,Greek,urine,2
,,,ursa,2
,,,usher,2
,,,using,2
,,,usted,2
,,,vacated,2
French,French,,vagabond,2
,,,vainly,2
,,,val,2
,,,valentine,2
"French,Old French,Greek",French,Old French,valley,2
,,,valuable,2
,,,values,2
French,French,,vantage,2
,,,varied,2
"French,Old French,Latin,Greek",French,Old French,variety,2
,,,variously,2
"Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse",Latin,German,vat,2
,,,vats,2
,,,vaughan,2
,,,vaulted,2
"French,Old French,Greek,Latin",French,Old French,veal,2
,,,vegetarian,2
,,,veiling,2
,,,vel,2
French,French,,vellum,2
,,,velocipedes,2
French,French,,ventilation,2
"French,Latin,Old French,Greek,Sanskrit",French,Latin,verb,2
,,,verbally,2
"French,Old French,Greek",French,Old French,verge,2
French,French,,verily,2
French,French,,vermilion,2
"French,Old French",French,Old French,vermin,2
,,,verschoyle,2
,,,verses,2
"French,Old French,Greek",French,Old French,version,2
French,French,,vestal,2
"French,Old French",French,Old French,vesture,2
,,,vibrations,2
"French,Old French,Latin,Sanskrit,Greek",French,Old French,vicarious,2
"French,Old French,Sanskrit,Latin,Greek",French,Old French,vice,2
"French,Old French",French,Old French,vigilant,2
"French,Old French",French,Old French,vigorous,2
"French,Old French",French,Old French,village,2
"French,Greek,Old French",French,Greek,vinegar,2
,,,violated,2
,,,violator,2
French,French,,virago,2
"French,Old French,Greek,Norse,Sanskrit,Latin",French,Old French,virile,2
,,,virtues,2
,,,visions,2
,,,visitors,2
"French,Old French",French,Old French,vocal,2
"French,Old French,Greek",French,Old French,volatile,2
"Latin,Old French,Greek,French",Latin,Old French,volcano,2
,,,volitional,2
,,,volley,2
"French,Greek,Old French,Latin,Sanskrit",French,Greek,vomit,2
"French,Latin,Old French,Greek",French,Latin,vow,2
,,,waddle,2
,,,waddler,2
,,,waggoner,2
,,,wail,2
,,,waistcoatpocket,2
,,,wales,2
,,,wallops,2
,,,wallpaper,2
,,,walls,2
,,,waltzing,2
"Old French,French",Old French,French,wan,2
,,,wanderers,2
French,French,,waning,2
,,,wanting,2
,,,warehouse,2
"Greek,Latin,Old French,French",Greek,Latin,warn,2
French,French,,warrior,2
"Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",Greek,Old Norse,wary,2
,,,washkitchen,2
,,,wasted,2
,,,wasting,2
,,,watchful,2
French,French,,watering,2
French,French,,waterway,2
,,,waterways,2
,,,waxed,2
,,,waxing,2
"Latin,Norse,Old French,French,Greek,Sanskrit",Latin,Norse,web,2
,,,webbed,2
"Sanskrit,Norse,Old French,French,Greek,Latin",Sanskrit,Norse,weeds,2
,,,weighed,2
,,,wellknown,2
,,,welsh,2
"Old French,French",Old French,French,welt,2
,,,weltering,2
"Latin,Old Norse,Old French,French,Greek,Sanskrit,Norse",Latin,Old Norse,wend,2
,,,werner,2
,,,westmeath,2
,,,westmoreland,2
,,,whacking,2
,,,what's,2
,,,whatdoyoucallhim,2
,,,whats,2
,,,whatwhat,2
"Latin,German,Old French,French,Germanic,Greek,Sanskrit,Old Norse,Norse",Latin,German,wheat,2
,,,wheatley,2
,,,wheeling,2
,,,wheezy,2
,,,whereby,2
French,French,,whetstone,2
,,,whh,2
,,,whiffs,2
,,,whilst,2
,,,whirr,2
,,,whirring,2
,,,whistled,2
,,,whitehot,2
,,,whitened,2
,,,wholesale,2
French,French,,wholesome,2
,,,wideleaved,2
,,,widest,2
,,,wifey,2
"German,Norse,Sanskrit,Old French,French,Greek,Latin,Old Norse",German,Norse,wight,2
,,,wigs,2
"Greek,French,Old French",Greek,French,wilderness,2
,,,wildly,2
French,French,,wilful,2
,,,williams,2
,,,willie,2
,,,wills,2
,,,windingsheet,2
"Greek,French,Old French",Greek,French,windmill,2
,,,windowsill,2
,,,winged,2
,,,winking,2
,,,winks,2
,,,winner,2
,,,winners,2
,,,wins,2
,,,wisps,2
French,French,,withal,2
,,,withdrawn,2
,,,withheld,2
,,,witnessbox,2
,,,wobbled,2
,,,wobbly,2
,,,woke,2
,,,woman's,2
,,,womanly,2
,,,wombs,2
,,,won't,2
,,,woods,2
,,,wooer,2
,,,woollen,2
,,,worked,2
,,,wouldn't,2
,,,wrap,2
,,,wrapped,2
,,,wreaker,2
,,,wreck,2
"Latin,Greek,Old French,French",Latin,Greek,wren,2
,,,wrinkled,2
,,,wrongfully,2
,,,xavier,2
,,,yashmak,2
,,,yawned,2
,,,yclept,2
,,,yearned,2
,,,yearns,2
,,,yell,2
,,,yelled,2
,,,yester,2
,,,yews,2
,,,yielded,2
French,French,,youngster,2
"French,Greek,Old French",French,Greek,zealous,2
,,,zinfandel,2
,,,zion,2
,,,—'tis,2
,,,—about,2
,,,—afraid,2
,,,—aha,2
,,,—am,2
,,,—amen,2
,,,—antiquity,2
,,,—ask,2
,,,—at,2
,,,—back,2
,,,—bad,2
,,,—because,2
,,,—beg,2
,,,—blessed,2
,,,—day,2
,,,—dead,2
,,,—f,2
,,,—foot,2
,,,—fortune,2
,,,—four,2
,,,—from,2
,,,—full,2
,,,—ha,2
,,,—hurry,2
,,,—indeed,2
,,,—irish,2
,,,—italian,2
,,,—kinch,2
,,,—longworth,2
,,,—may,2
,,,—me,2
,,,—monsieur,2
,,,—most,2
,,,—never,2
,,,—nothing,2
,,,—on,2
,,,—onehandled,2
,,,—only,2
,,,—paddy,2
,,,—parnell,2
,,,—poldy,2
,,,—pom,2
,,,—put,2
,,,—racing,2
,,,—rather,2
,,,—roast,2
,,,—same,2
,,,—save,2
,,,—seems,2
,,,—seven,2
,,,—seymour,2
,,,—shakespeare,2
,,,—silence,2
,,,—still,2
,,,—talking,2
,,,—tiptop,2
,,,—true,2
,,,—twopence,2
,,,—watch,2
,,,—were,2
,,,—wife,2
,,,"1,000,000",1
,,,1-7-0,1
,,,1/6,1
,,,10.20,1
,,,1000,1
,,,110,1
,,,1170,1
,,,1190,1
,,,1200,1
,,,133/10/0,1
,,,1440,1
,,,1450,1
,,,14a,1
,,,1534,1
,,,15th,1
,,,1763,1
,,,179,1
,,,18/14/6,1
,,,18/6,1
,,,1849,1
,,,1855,1
,,,1860,1
,,,1866,1
,,,1870,1
,,,1874,1
,,,1878,1
,,,1880,1
,,,1883,1
,,,1891,1
,,,1896,1
,,,18th,1
,,,1914-1921,1
,,,1936,1
,,,1952,1
,,,2.59,1
,,,2/7,1
,,,"20,000",1
,,,212,1
,,,221,1
,,,2400,1
,,,242,1
,,,25,1
,,,250,1
,,,260,1
,,,266,1
,,,279,1
,,,27th,1
,,,28,1
,,,299/10/0,1
,,,2s,1
,,,3.15,1
,,,3072,1
,,,33,1
,,,34,1
,,,36,1
,,,37,1
,,,374,1
,,,38,1
,,,"4,386,035",1
,,,4.46,1
,,,42,1
,,,43,1
,,,430,1
,,,432,1
,,,462/10/0,1
,,,"5,000,000",1
,,,"500,000",1
,,,5000,1
,,,52,1
,,,53rd,1
,,,"57,000,000,000,000",1
,,,57c,1
,,,62,1
,,,64,1
,,,646,1
,,,65,1
,,,6617,1
,,,6th,1
,,,7/6,1
,,,714,1
,,,72,1
,,,7s,1
,,,7th,1
,,,800,1
,,,8000,1
,,,"81,396",1
,,,82,1
,,,"83,300",1
,,,87,1
,,,890,1
,,,9.20,1
,,,9.23,1
,,,9.24,1
,,,9.l5,1
,,,90,1
,,,93,1
,,,969,1
,,,a.d.c,1
,,,a.e,1
,,,a.e.i.o.u,1
,,,a/c,1
,,,a1,1
,,,aaron,1
French,French,,aback,1
