ranked languages,root language,second language,word,word count
"French,Greek,Old French,Sanskrit,Latin",French,Greek,patriot,2
"French,Greek,Old French",French,Greek,patriotic,2
,,,patronising,2
,,,patted,2
,,,pausing,2
,,,pawn-office,2
,,,pawnbroker,2
,,,pawned,2
"French,Norse,Old French,Sanskrit,Greek,Latin",French,Norse,peace,2
,,,peaceful,2
,,,peacefully,2
,,,peal,2
,,,pen,2
,,,penny-a-week,2
,,,pensively,2
,,,perceived,2
,,,perfectly,2
,,,perfumed,2
,,,perfumes,2
,,,persons,2
,,,pervades,2
,,,petticoat,2
,,,pictures,2
,,,pierced,2
,,,piercing,2
,,,pigs,2
,,,pinned,2
,,,planted,2
,,,pleaded,2
French,French,,pledge,2
,,,pluck,2
,,,plump,2
"French,Greek,Old French",French,Greek,poem,2
,,,policeman,2
,,,policemen,2
,,,polished,2
,,,politely,2
,,,politeness,2
French,French,,politics,2
"French,Old French,Greek",French,Old French,popular,2
French,French,,population,2
,,,positively,2
,,,postcards,2
"Old French,Old Norse,Greek,French,Latin,Norse,Sanskrit",Old French,Old Norse,pot,2
,,,potatoes,2
,,,poured,2
"French,Old French",French,Old French,poverty,2
,,,powdered,2
,,,powers,2
,,,praises,2
"French,Old French,Latin,Norse,Old Norse,Sanskrit,Greek",French,Old French,pray,2
,,,prayed,2
,,,prayers,2
,,,preached,2
"French,Old French",French,Old French,predecessor,2
,,,prepared,2
"French,Old French",French,Old French,presume,2
"French,Old French",French,Old French,prevent,2
,,,prevented,2
"Old French,French",Old French,French,prisoner,2
,,,privately,2
"French,Greek,Old French,Latin",French,Greek,problem,2
,,,produce,2
,,,programme,2
French,French,,prominent,2
,,,promised,2
,,,propped,2
,,,proprietor,2
,,,protestant,2
,,,provincial,2
,,,provisions,2
"French,Old French",French,Old French,publicity,2
French,French,,puff,2
,,,puffed,2
,,,puffing,2
,,,puffy,2
"French,Old French",French,Old French,pungent,2
"Greek,Latin,Old French,French",Greek,Latin,pupil,2
"Old French,Greek,Latin,Norse,French,Sanskrit",Old French,Greek,pure,2
,,,pursing,2
,,,pursued,2
,,,quadrilles,2
,,,qualified,2
,,,quarrelled,2
,,,quarrelsome,2
,,,quenched,2
,,,quickened,2
"French,Old French",French,Old French,quilt,2
French,French,,quit,2
,,,racing,2
,,,railing,2
"Old French,French",Old French,French,raising,2
,,,raisins,2
French,French,,rake,2
French,French,,rakish,2
"Old French,French,Greek,Latin",Old French,French,raspberry,2
,,,rates,2
"Germanic,English,German,Greek,Old Norse,Old French,French,American English,Latin,Norse,Sanskrit,Old English",Germanic,English,raw,2
,,,realised,2
,,,reared,2
"French,Old French",French,Old French,reasonable,2
,,,reasons,2
,,,reassured,2
,,,recalled,2
,,,receding,2
,,,recently,2
"French,Old French,Latin,Greek",French,Old French,recitation,2
French,French,,recognise,2
"French,Old French",French,Old French,recollection,2
,,,redly,2
,,,reel,2
,,,refined,2
,,,reformed,2
,,,refreshed,2
,,,refreshment-room,2
,,,refusal,2
,,,regarded,2
"French,Old French",French,Old French,region,2
,,,regular,2
,,,released,2
"French,Greek,Old French",French,Greek,relief,2
"French,Old French,Greek",French,Old French,reluctant,2
,,,remove,2
,,,renewed,2
,,,repeatedly,2
,,,replaced,2
,,,replied,2
French,French,,report,2
"French,Old French",French,Old French,reporter,2
French,French,,resentment,2
French,French,,reserve,2
,,,reserved,2
"Old French,French",Old French,French,resident,2
French,French,,resonant,2
,,,resounding,2
,,,respectable,2
,,,respects,2
"French,Old French",French,Old French,respond,2
"French,Old French",French,Old French,restrain,2
,,,resumed,2
,,,resuming,2
,,,retired,2
,,,retreated,2
French,French,,reunion,2
,,,revealing,2
,,,revolving,2
,,,ribs,2
French,French,,rightly,2
,,,righto,2
,,,rights,2
,,,ringsend,2
"French,Old French,Greek",French,Old French,riot,2
,,,rival,2
,,,roads,2
"French,Old French",French,Old French,roll,2
,,,rolling,2
French,French,,romance,2
,,,roofs,2
,,,roughly,2
French,French,,routine,2
,,,rubbing,2
"French,Old French",French,Old French,rude,2
,,,rudely,2
"French,Old French",French,Old French,rug,2
,,,ruined,2
,,,rutland,2
,,,safely,2
,,,sailors,2
,,,sandymount,2
,,,sashes,2
,,,sauce,2
,,,saucers,2
,,,saved,2
,,,scanty,2
,,,scattered,2
,,,school-boy,2
,,,scotch,2
,,,scraping,2
,,,screaming,2
,,,searched,2
,,,seas,2
,,,secretly,2
"Greek,Norse,Old French,French,Latin,Sanskrit",Greek,Norse,seldom,2
"Greek,Sanskrit,Old French,French,Latin",Greek,Sanskrit,sell,2
,,,senses,2
,,,sensibly,2
,,,sentenced,2
,,,seraun,2
"French,Greek,Old French,Latin",French,Greek,serge,2
"French,Old French,Sanskrit,Greek,Latin",French,Old French,sergeant,2
"Greek,French,Old French,Latin,Norse,Sanskrit",Greek,French,series,2
,,,seriously,2
"French,Greek,Old French",French,Greek,servant,2
"French,Old French,Greek",French,Old French,service,2
,,,services,2
French,French,,setting,2
,,,settling,2
,,,seventy,2
,,,severely,2
French,French,,sexual,2
"Old French,French",Old French,French,shades,2
,,,shakespeare,2
French,French,,shallow,2
"Latin,Greek,Old French,French",Latin,Greek,share,2
,,,shared,2
"Old Norse,Norse,Old French,French,Greek,Sanskrit,Latin",Old Norse,Norse,sheaf,2
"Greek,Sanskrit,Old French,French,Latin",Greek,Sanskrit,sheet,2
,,,shelbourne,2
,,,shelter,2
,,,shepherded,2
,,,sheridan,2
French,French,,sheriff,2
"American English,Norse,Sanskrit,Old French,French,Greek,Latin,Old Norse,German,English,Old English,Germanic",American English,Norse,shilling,2
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,shirt,2
French,French,,shoe,2
,,,shoeboy,2
,,,showing,2
,,,shown,2
,,,shrewdly,2
,,,shrugged,2
,,,shyness,2
,,,sickening,2
"French,Old French",French,Old French,siege,2
,,,signalled,2
,,,signed,2
French,French,,similar,2
,,,sins,2
"French,Old French",French,Old French,sip,2
,,,sisters,2
,,,skerries,2
,,,skirts,2
,,,slatternly,2
,,,slavey,2
"Germanic,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit",Germanic,German,sleep,2
"Old French,French",Old French,French,sleepy,2
"French,Old French",French,Old French,slender,2
,,,slim,2
,,,sloping,2
French,French,,slow,2
,,,slung,2
,,,smallest,2
,,,smoked,2
,,,smoothed,2
,,,smoothly,2
,,,sobs,2
,,,soldiers,2
"French,Old French",French,Old French,solicitude,2
"French,Old French",French,Old French,solitary,2
,,,somebody,2
,,,son-in-law,2
,,,songs,2
"Old French,Old Norse,Greek,French,German,Latin,Norse,Sanskrit",Old French,Old Norse,sore,2
,,,sought,2
"French,Old French",French,Old French,spacious,2
,,,spark,2
"French,Greek,Old French",French,Greek,spasm,2
"Greek,Old French,Latin,French",Greek,Old French,speaker,2
,,,speaks,2
,,,specially,2
"French,Old French,Greek",French,Old French,speck,2
,,,spectators,2
French,French,,spell,2
,,,spiced,2
,,,spoon,2
,,,spoons,2
,,,spots,2
,,,sprang,2
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,spread,2
"French,Old French",French,Old French,squalid,2
,,,squat,2
,,,starch,2
,,,stare,2
,,,stars,2
French,French,,state,2
"French,Old French",French,Old French,stature,2
,,,steered,2
,,,stems,2
,,,stiff,2
"French,Sanskrit,Old French,Norse,Greek,Latin",French,Sanskrit,stomach,2
,,,stones,2
,,,straggling,2
,,,strain,2
,,,streaks,2
"French,Old French",French,Old French,stress,2
,,,stretched,2
,,,strewn,2
"Greek,French,Old French",Greek,French,stride,2
,,,struggled,2
,,,stupefied,2
,,,stupidly,2
,,,stylish,2
,,,subdued,2
French,French,,submit,2
,,,suburbs,2
,,,successful,2
,,,suffered,2
"French,Old French",French,Old French,sufficient,2
"Greek,Sanskrit,Old French,French,German,Latin,Old Norse,Norse,Germanic",Greek,Sanskrit,sun,2
,,,sung,2
French,French,,sup,2
French,French,,superior,2
,,,supper-room,2
,,,suppers,2
,,,surely,2
,,,surgeons,2
"Old French,French,Greek",Old French,French,surname,2
"French,Old French",French,Old French,surplice,2
,,,surrounded,2
,,,sustained,2
,,,swaddlers,2
,,,swarthy,2
French,French,,swing,2
,,,swishing,2
,,,sydney,2
"Old French,French",Old French,French,symbol,2
"Old French,French",Old French,French,system,2
,,,t,2
,,,tablecloth,2
,,,talents,2
,,,tallied,2
,,,tart,2
,,,tastes,2
,,,temper,2
,,,tempered,2
,,,temptations,2
,,,tempted,2
"French,Old French",French,Old French,terrace,2
"French,Old French,Greek,Latin",French,Old French,terror,2
"French,Old French",French,Old French,terry,2
French,French,,thankful,2
,,,theatrical,2
,,,theirs,2
"Old French,French",Old French,French,theory,2
,,,thinly,2
"Latin,French,Old French,Greek",Latin,French,thirst,2
,,,thought-tormented,2
,,,throwing,2
"Old French,French,Greek,Latin,Norse,Sanskrit",Old French,French,thus,2
,,,ticket,2
,,,tied,2
"French,Old French",French,Old French,timid,2
,,,timidly,2
"Old Norse,German,Norse,Sanskrit,Old French,French,Latin,Greek",Old Norse,German,tin,2
"Old French,French",Old French,French,tirade,2
,,,tivoli,2
,,,toes,2
,,,topped,2
,,,touching,2
"Old French,French",Old French,French,tragic,2
,,,transfer,2
,,,traveller,2
,,,traversed,2
"Old French,French",Old French,French,tray,2
French,French,,treble,2
,,,tricks,2
"French,Old French",French,Old French,triumph,2
French,French,,truculent,2
French,French,,trust,2
,,,trustfulness,2
,,,tuam,2
,,,tumbled,2
,,,tumblers,2
,,,tune,2
"Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse",Latin,German,twelve,2
"Greek,Old French,Latin,French",Greek,Old French,twilight,2
,,,twinkling,2
,,,twopence,2
,,,uch,2
"Old French,Greek,Sanskrit,French,Norse,Old Norse,Latin",Old French,Greek,ugly,2
,,,umbrellas,2
,,,unassuming,2
,,,unaware,2
"Greek,Old French,French",Greek,Old French,underfoot,2
,,,undertone,2
,,,undressing,2
,,,unfortunate,2
,,,unfortunately,2
,,,united,2
,,,unpleasant,2
,,,unsettled,2
,,,unsuccessfully,2
,,,unusual,2
"Old Norse,Norse,Old French,French,Greek,Sanskrit,Latin",Old Norse,Norse,upright,2
,,,upset,2
,,,usha,2
"Greek,Latin,Old French,French",Greek,Latin,utter,2
,,,vacantly,2
French,French,,vagrant,2
,,,vases,2
,,,veiled,2
"French,Old French,Greek",French,Old French,version,2
"French,Old French",French,Old French,vexation,2
"French,Greek,Old French",French,Greek,victim,2
,,,violently,2
"French,Latin,Old French,Greek,German,Old Norse,Norse,Sanskrit,Germanic",French,Latin,vision,2
,,,visions,2
"French,Old French",French,Old French,vivid,2
,,,volubly,2
"French,Old French,Greek",French,Old French,volume,2
,,,volumes,2
French,French,,waken,2
,,,waltzing,2
"Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse",Latin,German,wane,2
,,,washstand,2
"French,Old French,Greek",French,Old French,waste,2
,,,weakened,2
"Germanic,English,German,Norse,Old Norse,Old French,French,Old English,Greek,Latin,Sanskrit,American English",Germanic,English,weigh,2
,,,wellington,2
,,,westland,2
"Sanskrit,Norse,Latin,Greek,Old French,French",Sanskrit,Norse,wharf,2
French,French,,whistle,2
French,French,,whistling,2
,,,wide-awake,2
,,,wine-coloured,2
,,,wine-glasses,2
,,,winning,2
,,,wiped,2
,,,wiping,2
,,,wires,2
"Norse,French,Greek,Old French,Sanskrit,Latin",Norse,French,wise,2
,,,wiser,2
,,,wits,2
"Old Norse,Norse,Old French,French,Greek,Sanskrit,Latin",Old Norse,Norse,wonder,2
,,,wondering,2
,,,work-girls,2
,,,worshippers,2
,,,wretched,2
,,,y,2
,,,yards,2
,,,yelling,2
,,,yesterday,2
,,,youngsters,2
,,,yourselves,2
,,,57e,1
,,,a.p,1
French,French,,aback,1
,,,abandoned,1
"Greek,Old French,French",Greek,Old French,abbot,1
,,,abhorred,1
French,French,,abject,1
,,,about—them,1
,,,absent,1
,,,absentmindedness,1
French,French,,absolve,1
"French,Old French",French,Old French,abstinent,1
,,,abstract,1
,,,abu,1
"French,Old French",French,Old French,abundance,1
"French,Old French,Greek",French,Old French,abuse,1
,,,abused,1
,,,accidents,1
"Old French,French",Old French,French,acclamation,1
"French,Old French",French,Old French,accommodation,1
French,French,,accompaniment,1
"French,Old French",French,Old French,accordance,1
,,,accordingly,1
"French,Old French",French,Old French,accountant,1
,,,accurately,1
,,,accused,1
,,,accustomed,1
,,,ached,1
,,,achieved,1
,,,aching,1
,,,acquaintances,1
French,French,,acquiescence,1
,,,acres,1
"French,Old French",French,Old French,acrobat,1
"French,Old French",French,Old French,action,1
,,,actively,1
French,French,,actor,1
,,,actuated,1
French,French,,acute,1
,,,acutely,1
,,,adam,1
,,,adapted,1
,,,adding,1
,,,address—london,1
,,,adieus,1
,,,admiringly,1
"French,Old French",French,Old French,adoration,1
,,,adorned,1
,,,adroitness,1
,,,adventureless,1
,,,adverting,1
French,French,,advise,1
,,,advising—homely,1
,,,affected,1
,,,affections,1
,,,affirmed,1
,,,afforded,1
,,,affront,1
,,,aforesaid—and,1
French,French,,afternoon,1
French,French,,afterward,1
,,,again—taking,1
,,,aged,1
,,,agencies,1
,,,ages,1
"French,Old French",French,Old French,agile,1
,,,aging,1
"French,Greek,Old French",French,Greek,agony,1
"French,Old French",French,Old French,agree,1
French,French,,agreeable,1
,,,agreeably,1
"French,Old French",French,Old French,aim,1
,,,aimlessly,1
,,,airing,1
,,,airs,1
,,,aisles,1
,,,alacoque,1
"French,Greek,Old French",French,Greek,alcove,1
French,French,,alight,1
,,,alighted,1
"Sanskrit,Latin,Old French,French,Greek",Sanskrit,Latin,alike,1
,,,allan,1
,,,allen,1
"French,Old French,Latin,Greek",French,Old French,alley,1
,,,alleys,1
,,,alls,1
"Norse,Sanskrit,Latin,Old French,French,Greek",Norse,Sanskrit,almighty,1
"French,Greek,Old French,Sanskrit,Latin",French,Greek,almond,1
"Old Norse,Germanic,Norse,Sanskrit,Latin,Old French,French,Greek,German",Old Norse,Germanic,alms,1
,,,also—a,1
,,,altars,1
"French,Old French",French,Old French,alter,1
"French,Old French",French,Old French,amateur,1
"French,Old French,Greek",French,Old French,ambulance,1
,,,amen,1
,,,america,1
,,,amiability,1
,,,amidst,1
,,,amy,1
"French,Greek,Old French",French,Greek,analogy,1
French,French,,ancestral,1
"French,Old French,Greek",French,Old French,ancient,1
,,,and——,1
French,French,,anew,1
,,,angelical,1
,,,angered,1
"French,Greek,Old French,Sanskrit,Old Norse,Norse,Latin",French,Greek,angle,1
French,French,,animation,1
,,,ankles,1
"French,Old French",French,Old French,annihilate,1
"French,Old French",French,Old French,anniversary,1
"French,Old French,Greek",French,Old French,annoy,1
French,French,,annoyance,1
,,,annual,1
,,,anointed,1
"Greek,Old French,French",Greek,Old French,ant,1
French,French,,anticipation,1
,,,antique,1
"French,Old French",French,Old French,anxiety,1
,,,anxiously,1
,,,apache,1
,,,apolinaris,1
"French,Greek,Old French",French,Greek,apologetic,1
,,,apologised,1
,,,apparently,1
,,,appearing,1
,,,applauding,1
,,,apple-tree,1
,,,applying,1
,,,appointed,1
"French,Old French",French,Old French,appreciable,1
"French,Old French",French,Old French,appreciation,1
,,,appreciative,1
"French,Old French,Greek",French,Old French,apprehend,1
,,,apprehensively,1
,,,approach,1
,,,appropriateness,1
,,,approving,1
,,,approvingly,1
,,,arab,1
,,,aramburo,1
,,,aran,1
,,,archly,1
,,,ardently,1
French,French,,ardour,1
,,,areas,1
,,,are—we,1
,,,argumentatively,1
"French,Old French",French,Old French,arise,1
,,,armed,1
"French,Greek,Old French",French,Greek,aromatic,1
,,,aroused,1
,,,arrangements,1
French,French,,array,1
French,French,,arrival,1
,,,arrowroot,1
,,,arteries,1
,,,articles,1
,,,arts,1
,,,ascended,1
,,,ascent,1
,,,ashen-grey,1
,,,ashpit,1
,,,ashpits,1
,,,asks,1
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,aspen,1
,,,aspirated,1
,,,assailed,1
"French,Old French,Greek",French,Old French,assemble,1
French,French,,assembly,1
French,French,,assert,1
,,,assisted,1
,,,associated,1
French,French,,association,1
French,French,,assurance,1
"French,Old French",French,Old French,assure,1
,,,aston,1
,,,astonishment,1
,,,astounded,1
,,,astuteness,1
French,French,,asunder,1
,,,atalantas,1
,,,atkinson,1
,,,atlantic,1
"Old French,French,Greek",Old French,French,atmosphere,1
"Old French,French",Old French,French,atom,1
French,French,,attack,1
,,,attacking,1
,,,attempts,1
,,,attendances,1
,,,attracted,1
"French,Old French",French,Old French,audible,1
,,,auditors,1
French,French,,august,1
,,,aungier,1
,,,author,1
French,French,,authoritative,1
,,,autobiographical,1
,,,average,1
,,,avoided,1
,,,awarded,1
French,French,,awful,1
,,,awkwardly,1
,,,b,1
,,,bacon-fat,1
,,,bacon-rind,1
"French,Old French",French,Old French,badge,1
,,,badges,1
,,,baffled,1
,,,baggages,1
,,,bailiff's,1
,,,bailiffs,1
,,,balbrigan,1
,,,balfe,1
"French,Old French",French,Old French,ballad,1
,,,ballooned,1
,,,balls,1
,,,ballsbridge,1
"French,Old French",French,Old French,balustrade,1
,,,banded,1
French,French,,bang,1
,,,banged,1
"French,Greek,Old French",French,Greek,banish,1
,,,banister-rail,1
,,,banknotes,1
French,French,,banshee,1
French,French,,bantam,1
,,,baptismal,1
,,,bare-headed,1
French,French,,barely,1
French,French,,bargain,1
,,,bargaining,1
,,,barges,1
,,,barmbrack,1
"French,Old French",French,Old French,barometer,1
,,,barracks,1
,,,barrels,1
"French,Old French,Greek",French,Old French,barren,1
French,French,,barrier,1
,,,bars,1
,,,bathroom,1
"French,Greek,Old French",French,Greek,battalion,1
"French,Old French",French,Old French,batter,1
,,,battered,1
,,,battles,1
,,,bawled,1
,,,beady,1
,,,beannacht,1
,,,beans,1
,,,beats,1
,,,beauties,1
,,,beautifully,1
"French,Old French,Greek",French,Old French,beauty,1
"Latin,Old French,French,Greek",Latin,Old French,beckon,1
,,,beckoned,1
,,,bedclothes,1
,,,beds,1
,,,bedstead,1
,,,beeswax,1
"Greek,Latin,Old French,French",Greek,Latin,beg,1
,,,beggars,1
,,,beginners,1
,,,begins,1
,,,begone,1
,,,behaved,1
,,,beheld,1
,,,being—that,1
"Old French,French,Greek,Latin",Old French,French,belfry,1
,,,belgian,1
French,French,,belie,1
,,,beliefs,1
,,,believer,1
,,,bell's,1
"French,Old French",French,Old French,belle,1
"Latin,French,Greek,Old French",Latin,French,belong,1
,,,bended,1
,,,bequeathed,1
French,French,,berlin,1
,,,bessie,1
,,,bet,1
,,,betokened,1
"Old French,Greek,French",Old French,Greek,betray,1
,,,betrayed,1
,,,betrayer,1
,,,better-class,1
,,,bevelled,1
,,,bewildered,1
,,,bewley,1
,,,bicycle-pump,1
"Norse,Greek,Old French,French,Latin,Sanskrit",Norse,Greek,bid,1
"French,Old French",French,Old French,bile,1
,,,billiard,1
"Old French,French",Old French,French,bird,1
French,French,,birthday,1
,,,biscuit-barrel,1
"Germanic,Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse",Germanic,Latin,bite,1
,,,bits,1
,,,bitterly,1
French,French,,bitterness,1
,,,blackened,1
,,,blackthorn,1
,,,blackwhite,1
"German,Old Norse,Latin,Old French,French,Sanskrit,Greek,Norse",German,Old Norse,blade,1
,,,blandly,1
French,French,,blank,1
,,,blankets,1
,,,blankly,1
,,,blathering,1
,,,bleaching,1
"French,Old French,Greek",French,Old French,bleak,1
,,,blended,1
,,,blew,1
,,,blindfold,1
,,,blindfolding,1
,,,blinds,1
,,,blinked,1
,,,bliss,1
,,,blocks,1
,,,blond,1
,,,bloody-minded,1
,,,blooming,1
,,,blotches,1
,,,bluish,1
,,,blush-pink,1
,,,blushes,1
"Greek,French,Old French",Greek,French,boa,1
,,,boasting,1
,,,bob—and,1
,,,bodice,1
,,,bodiless,1
French,French,,bog,1
,,,boilers,1
,,,boldest,1
French,French,,bona,1
,,,bonaparte,1
"French,Old French",French,Old French,bone,1
"Old French,French",Old French,French,bones,1
"French,Old French,Greek",French,Old French,bonnet,1
,,,bony,1
French,French,,bookcase,1
,,,booked,1
,,,booksellers,1
,,,bookshelf,1
,,,bookworm,1
,,,boosing,1
"French,Greek,Old French",French,Greek,boot,1
,,,bootees,1
,,,bootmaker,1
,,,borders,1
,,,borgia,1
,,,borrowed,1
,,,boss,1
,,,bostooms,1
,,,bottle-green,1
,,,bottled,1
,,,bottom,1
,,,bounded,1
"Old French,Greek,French",Old French,Greek,bouquet,1
,,,bouts,1
,,,bowing,1
French,French,,bowler,1
,,,bowsy,1
,,,box-office,1
,,,boyos,1
,,,boy—a,1
"French,Old French",French,Old French,bracelet,1
,,,bracing,1
,,,braided,1
,,,brains,1
,,,brandishing,1
,,,braved,1
"French,Old French",French,Old French,bravery,1
,,,bravo,1
French,French,,brazen,1
,,,bread-pudding,1
,,,break-up,1
,,,breakfast-cup,1
,,,breakfast-room,1
,,,breakfast-time,1
,,,breaking,1
,,,breathed,1
"Old Norse,Norse,Greek,Sanskrit,Old French,French,Latin",Old Norse,Norse,breeches,1
,,,breeze,1
French,French,,breviary,1
,,,brewers,1
"French,Old French,Sanskrit,Latin,Greek",French,Old French,brick,1
,,,bricklayer,1
,,,bridges,1
,,,brightened,1
,,,brimming,1
,,,brings,1
French,French,,brisk,1
,,,briskly,1
,,,bristled,1
,,,britain,1
,,,broader,1
,,,bronchitic,1
French,French,,brooch,1
,,,brood,1
,,,brooded,1
,,,brown-clad,1
French,French,,brunt,1
,,,brush,1
,,,buck,1
,,,buckingham,1
,,,buckle,1
,,,buckled,1
,,,buff,1
,,,buffer,1
"French,Greek,Old French",French,Greek,bulb,1
"Old French,French",Old French,French,bull,1
,,,bulldog,1
"Old French,French",Old French,French,bumper,1
,,,bumpkins,1
,,,bumptious——,1
,,,bunch,1
,,,bunches,1
,,,bundled,1
,,,buns,1
,,,bunser,1
"Old French,French",Old French,French,burly,1
"Old French,Greek,French",Old French,Greek,burning,1
,,,burns,1
,,,bursting,1
,,,bushes,1
,,,bushy,1
,,,businesslike,1
,,,bustling,1
French,French,,busy,1
"German,Germanic,Norse,Latin,Old French,French,Greek,Sanskrit,Old Norse",German,Germanic,butter,1
,,,buttonholed,1
,,,buttoning,1
,,,buyers,1
,,,by-street,1
,,,byrne,1
,,,byron,1
,,,bystander,1
"French,Old French",French,Old French,cadence,1
"French,Old French,Greek",French,Old French,cadet,1
"French,Old French",French,Old French,cafe,1
,,,cafes,1
"German,Norse,French,Sanskrit,Old French,Old Norse,Latin,Greek",German,Norse,cake,1
,,,cake-shop,1
,,,cakeshop,1
"Old French,French",Old French,French,calculate,1
,,,callan,1
,,,calmed,1
,,,calmer,1
French,French,,calve,1
French,French,,camaraderie,1
"French,Greek,Latin,Sanskrit,Old French",French,Greek,camp,1
,,,campanini,1
,,,campbell,1
,,,canada,1
,,,canadian,1
,,,candidly,1
,,,candle-lamps,1
French,French,,candlelight,1
French,French,,candlestick,1
"French,Greek,Old French,Sanskrit,Latin",French,Greek,cane,1
,,,canisters,1
"French,Greek,Old French",French,Greek,canvas,1
,,,canvases,1
"French,Latin,Old French,Greek,Old Norse,Norse,Sanskrit",French,Latin,capable,1
"French,Old French",French,Old French,cape,1
,,,capered,1
,,,caps,1
,,,capture,1
,,,capturing,1
"French,Sanskrit,Greek,Norse,Latin,Old French",French,Sanskrit,carat,1
"Latin,Old French,Greek,French",Latin,Old French,caraway,1
,,,card-party,1
,,,careered,1
,,,careers,1
French,French,,cares,1
,,,caresses,1
,,,caressing,1
"Old French,French",Old French,French,cargo,1
,,,carpeted,1
,,,carriages,1
,,,carrier,1
,,,cars—the,1
,,,carts,1
,,,carving,1
,,,cases—what,1
"French,Greek,Sanskrit,Latin,Old French",French,Greek,cash,1
,,,cassidy,1
"French,Old French",French,Old French,caste,1
,,,casually,1
,,,catacombs,1
"Old French,Greek,French",Old French,Greek,cater,1
"Old French,French",Old French,French,cathedral,1
,,,catholicism,1
,,,cats,1
,,,caused,1
,,,causes,1
French,French,,cautious,1
,,,cavaliers,1
"Greek,French,Old French",Greek,French,cavernous,1
,,,cedarwood,1
"Old French,Greek,French",Old French,Greek,ceiling,1
,,,celebrated,1
,,,centuries,1
"French,Old French",French,Old French,century,1
,,,ceoil,1
,,,ceremonies,1
,,,certainly,1
,,,chafed,1
,,,chaffed,1
French,French,,challenge,1
,,,chances,1
,,,channel,1
,,,chantant,1
,,,chanting,1
"French,Old French,Greek",French,Old French,chaplain,1
,,,charges,1
French,French,,charitable,1
"French,Greek,Old French,Latin",French,Greek,charity,1
,,,charles,1
,,,charlie,1
,,,charmeuse,1
,,,charming,1
French,French,,chase,1
,,,chastising,1
,,,chat,1
,,,cheaper,1
,,,cheap—he,1
,,,cheerfulness,1
,,,cheering,1
,,,cheerless,1
,,,cheque,1
"French,Old French,Latin,Greek",French,Old French,cherish,1
"Germanic,German,Greek,Latin,Old French,French,Sanskrit,Old Norse,Norse",Germanic,German,chest,1
,,,cheval-glass,1
"French,Old French",French,Old French,chieftain,1
French,French,,childish,1
,,,childishly,1
,,,children—two,1
,,,chilled,1
,,,chilly,1
"French,Old French",French,Old French,chivalry,1
"French,Old French,Greek",French,Old French,choice,1
,,,choirs,1
,,,choked,1
,,,choking,1
"Old Norse,Norse,Old French,French,Latin,Greek,Sanskrit",Old Norse,Norse,choose,1
,,,choosing,1
,,,chords,1
,,,christmas-card,1
,,,christmastime,1
,,,christy,1
,,,chronicles,1
,,,chummy,1
,,,churches,1
,,,churchyard,1
,,,cigar-case,1
,,,cigarette-papers,1
,,,cigars,1
,,,cigars—o,1
"Germanic,American English,English,Latin,Sanskrit,Old French,French,Greek,Old Norse,Norse,German",Germanic,American English,cinder,1
,,,circles,1
,,,circling,1
,,,circular,1
"Old French,French",Old French,French,circus,1
,,,cities,1
,,,citizens,1
,,,citizenship,1
French,French,,civic,1
"French,Old French,Greek",French,Old French,civil,1
French,French,,civilisation,1
,,,clamour,1
,,,clancy,1
,,,clap,1
,,,clasps,1
,,,classroom,1
,,,clattered,1
,,,clean-shaven,1
,,,clearly,1
,,,clenching,1
,,,clicking,1
"French,Greek,Old French,Latin",French,Greek,climate,1
,,,climbing,1
,,,clinch,1
,,,clinked,1
French,French,,clip,1
,,,cloaks,1
,,,closer,1
French,French,,clothe,1
,,,clothed,1
,,,clothes-rack,1
,,,clothing,1
,,,clotted,1
"Old French,French",Old French,French,cloud,1
,,,clownish,1
,,,clumsily,1
"Old French,Greek,French",Old French,Greek,clumsy,1
,,,clutched,1
,,,coachman,1
,,,coal-scuttle,1
,,,coals,1
French,French,,coarse,1
,,,cock-eye—you,1
,,,cocks,1
,,,cocottes,1
"French,Old French",French,Old French,code,1
"Greek,French,Old French",Greek,French,coffee,1
,,,coffined,1
,,,coffins,1
,,,colds,1
,,,collapse,1
,,,collar-bone,1
,,,collarette,1
,,,collars,1
"French,Old French",French,Old French,colleague,1
,,,colleagues,1
"French,Old French",French,Old French,collect,1
,,,collecting,1
"French,Old French",French,Old French,collection,1
,,,colonel-looking,1
,,,colourless,1
,,,combed,1
,,,combing-jacket,1
,,,come-all-you,1
"French,Greek,Old French,Latin",French,Greek,comedy,1
,,,comer,1
,,,cometty,1
,,,come—the,1
French,French,,comfortable,1
,,,comfortably,1
,,,comforted,1
French,French,,command,1
,,,commerce—the,1
,,,commercially,1
,,,committed,1
,,,common-sense,1
,,,commonly,1
,,,communicant,1
,,,communing,1
"French,Old French",French,Old French,communion,1
,,,companies,1
,,,companionship,1
,,,comparing,1
,,,compassionately,1
,,,compelled,1
"French,Old French",French,Old French,compete,1
,,,competed,1
French,French,,competition,1
,,,competitors,1
French,French,,complacent,1
"French,Old French",French,Old French,complain,1
,,,complex,1
"French,Old French",French,Old French,complicity,1
